optIter	freq	Eq_Tx
1467	4.00000000000000000E9	4.23438331395214540E-2
1467	4.00300000000000011E9	4.24739784591981717E-2
1467	4.00600000000000023E9	4.26046270348830713E-2
1467	4.00899999999999945E9	4.27357819955975060E-2
1467	4.01199999999999957E9	4.28674464910138742E-2
1467	4.01499999999999968E9	4.29996236915912178E-2
1467	4.01799999999999979E9	4.31323167887256353E-2
1467	4.02099999999999991E9	4.32655289948895483E-2
1467	4.02399999999999913E9	4.33992635437745200E-2
1467	4.02699999999999925E9	4.35335236904446887E-2
1467	4.02999999999999936E9	4.36683127114772773E-2
1467	4.03299999999999947E9	4.38036339051162482E-2
1467	4.03599999999999959E9	4.39394905914192968E-2
1467	4.03899999999999970E9	4.40758861124110268E-2
1467	4.04199999999999982E9	4.42128238322364009E-2
1467	4.04499999999999993E9	4.43503071373116153E-2
1467	4.04800000000000004E9	4.44883394364826490E-2
1467	4.05100000000000016E9	4.46269241611795309E-2
1467	4.05400000000000027E9	4.47660647655781574E-2
1467	4.05700000000000038E9	4.49057647267546578E-2
1467	4.06000000000000050E9	4.50460275448489877E-2
1467	4.06300000000000061E9	4.51868567432283896E-2
1467	4.06600000000000072E9	4.53282558686458081E-2
1467	4.06899999999999995E9	4.54702284914104560E-2
1467	4.07200000000000006E9	4.56127782055514253E-2
1467	4.07500000000000018E9	4.57559086289853134E-2
1467	4.07800000000000029E9	4.58996234036843020E-2
1467	4.08100000000000041E9	4.60439261958511725E-2
1467	4.08399999999999963E9	4.61888206960852443E-2
1467	4.08699999999999974E9	4.63343106195599752E-2
1467	4.08999999999999986E9	4.64803997061963159E-2
1467	4.09299999999999997E9	4.66270917208413671E-2
1467	4.09600000000000009E9	4.67743904534421073E-2
1467	4.09899999999999931E9	4.69222997192276203E-2
1467	4.10199999999999942E9	4.70708233588912872E-2
1467	4.10499999999999954E9	4.72199652387694790E-2
1467	4.10799999999999965E9	4.73697292510274526E-2
1467	4.11099999999999977E9	4.75201193138484257E-2
1467	4.11399999999999988E9	4.76711393716138332E-2
1467	4.11699999999999999E9	4.78227933950969941E-2
1467	4.12000000000000011E9	4.79750853816518497E-2
1467	4.12300000000000022E9	4.81280193554055291E-2
1467	4.12600000000000033E9	4.82815993674503474E-2
1467	4.12899999999999956E9	4.84358294960399682E-2
1467	4.13199999999999967E9	4.85907138467860378E-2
1467	4.13499999999999979E9	4.87462565528586378E-2
1467	4.13799999999999990E9	4.89024617751819513E-2
1467	4.14100000000000001E9	4.90593337026396803E-2
1467	4.14400000000000013E9	4.92168765522765561E-2
1467	4.14700000000000024E9	4.93750945695065635E-2
1467	4.15000000000000036E9	4.95339920283132251E-2
1467	4.15300000000000047E9	4.96935732314661482E-2
1467	4.15600000000000058E9	4.98538425107258476E-2
1467	4.15899999999999981E9	5.00148042270586402E-2
1467	4.16199999999999992E9	5.01764627708485023E-2
1467	4.16500000000000004E9	5.03388225621149932E-2
1467	4.16800000000000015E9	5.05018880507278212E-2
1467	4.17100000000000026E9	5.06656637166296697E-2
1467	4.17399999999999949E9	5.08301540700531440E-2
1467	4.17699999999999960E9	5.09953636517457909E-2
1467	4.17999999999999972E9	5.11612970331953321E-2
1467	4.18299999999999983E9	5.13279588168593204E-2
1467	4.18599999999999994E9	5.14953536363826103E-2
1467	4.18900000000000006E9	5.16634861568430814E-2
1467	4.19200000000000017E9	5.18323610749677144E-2
1467	4.19500000000000028E9	5.20019831193822490E-2
1467	4.19800000000000040E9	5.21723570508367196E-2
1467	4.20100000000000051E9	5.23434876624476075E-2
1467	4.20399999999999974E9	5.25153797799356070E-2
1467	4.20699999999999985E9	5.26880382618710108E-2
1467	4.20999999999999996E9	5.28614679999148773E-2
1467	4.21300000000000008E9	5.30356739190668058E-2
1467	4.21600000000000019E9	5.32106609779107043E-2
1467	4.21899999999999942E9	5.33864341688670407E-2
1467	4.22199999999999953E9	5.35629985184440827E-2
1467	4.22499999999999964E9	5.37403590874922621E-2
1467	4.22799999999999976E9	5.39185209714595715E-2
1467	4.23099999999999987E9	5.40974893006503166E-2
1467	4.23399999999999999E9	5.42772692404877333E-2
1467	4.23700000000000010E9	5.44578659917708663E-2
1467	4.24000000000000021E9	5.46392847909458368E-2
1467	4.24300000000000033E9	5.48215309103706616E-2
1467	4.24600000000000044E9	5.50046096585798594E-2
1467	4.24899999999999967E9	5.51885263805610293E-2
1467	4.25199999999999978E9	5.53732864580264295E-2
1467	4.25499999999999989E9	5.55588953096878502E-2
1467	4.25800000000000001E9	5.57453583915363371E-2
1467	4.26100000000000012E9	5.59326811971201820E-2
1467	4.26400000000000023E9	5.61208692578274881E-2
1467	4.26700000000000035E9	5.63099281431707421E-2
1467	4.27000000000000046E9	5.64998634610787320E-2
1467	4.27300000000000058E9	5.66906808581753197E-2
1467	4.27600000000000069E9	5.68823860200813236E-2
1467	4.27899999999999991E9	5.70749846717022891E-2
1467	4.28200000000000003E9	5.72684825775270223E-2
1467	4.28500000000000014E9	5.74628855419262230E-2
1467	4.28800000000000026E9	5.76581994094517380E-2
1467	4.29100000000000037E9	5.78544300651430987E-2
1467	4.29399999999999959E9	5.80515834348295368E-2
1467	4.29699999999999971E9	5.82496654854409890E-2
1467	4.29999999999999982E9	5.84486822253190574E-2
1467	4.30299999999999994E9	5.86486397045274810E-2
1467	4.30600000000000005E9	5.88495440151711513E-2
1467	4.30899999999999928E9	5.90514012917109987E-2
1467	4.31199999999999939E9	5.92542177112861168E-2
1467	4.31499999999999950E9	5.94579994940409406E-2
1467	4.31799999999999962E9	5.96627529034425308E-2
1467	4.32099999999999973E9	5.98684842466172906E-2
1467	4.32399999999999984E9	6.00751998746758442E-2
1467	4.32699999999999996E9	6.02829061830509350E-2
1467	4.33000000000000007E9	6.04916096118313984E-2
1467	4.33300000000000018E9	6.07013166461004694E-2
1467	4.33600000000000030E9	6.09120338162789920E-2
1467	4.33900000000000041E9	6.11237676984685407E-2
1467	4.34200000000000053E9	6.13365249147987956E-2
1467	4.34500000000000064E9	6.15503121337762860E-2
1467	4.34800000000000075E9	6.17651360706368191E-2
1467	4.35100000000000087E9	6.19810034877017912E-2
1467	4.35400000000000009E9	6.21979211947332722E-2
1467	4.35700000000000021E9	6.24158960492973947E-2
1467	4.36000000000000032E9	6.26349349571259317E-2
1467	4.36300000000000043E9	6.28550448724842603E-2
1467	4.36600000000000055E9	6.30762327985368643E-2
1467	4.36899999999999977E9	6.32985057877214352E-2
1467	4.37199999999999989E9	6.35218709421236838E-2
1467	4.37500000000000000E9	6.37463354138574978E-2
1467	4.37800000000000011E9	6.39719064054366982E-2
1467	4.38100000000000023E9	6.41985911701676848E-2
1467	4.38399999999999945E9	6.44263970125315133E-2
1467	4.38699999999999957E9	6.46553312885718601E-2
1467	4.38999999999999968E9	6.48854014062918516E-2
1467	4.39299999999999979E9	6.51166148260425626E-2
1467	4.39599999999999991E9	6.53489790609276344E-2
1467	4.39899999999999913E9	6.55825016772001579E-2
1467	4.40199999999999925E9	6.58171902946679310E-2
1467	4.40499999999999936E9	6.60530525871009644E-2
1467	4.40799999999999947E9	6.62900962826423346E-2
1467	4.41099999999999959E9	6.65283291642210095E-2
1467	4.41399999999999970E9	6.67677590699661483E-2
1467	4.41699999999999982E9	6.70083938936304868E-2
1467	4.41999999999999993E9	6.72502415850084834E-2
1467	4.42300000000000004E9	6.74933101503673960E-2
1467	4.42600000000000016E9	6.77376076528723559E-2
1467	4.42900000000000027E9	6.79831422130205709E-2
1467	4.43200000000000038E9	6.82299220090715419E-2
1467	4.43500000000000050E9	6.84779552774936739E-2
1467	4.43800000000000061E9	6.87272503133995905E-2
1467	4.44100000000000072E9	6.89778154709967950E-2
1467	4.44399999999999995E9	6.92296591640278081E-2
1467	4.44700000000000006E9	6.94827898662291510E-2
1467	4.45000000000000018E9	6.97372161117828782E-2
1467	4.45300000000000029E9	6.99929464957731540E-2
1467	4.45600000000000041E9	7.02499896746520136E-2
1467	4.45899999999999963E9	7.05083543666989776E-2
1467	4.46199999999999974E9	7.07680493524945220E-2
1467	4.46499999999999986E9	7.10290834753846134E-2
1467	4.46799999999999997E9	7.12914656419610804E-2
1467	4.47100000000000009E9	7.15552048225373838E-2
1467	4.47399999999999931E9	7.18203100516314752E-2
1467	4.47699999999999942E9	7.20867904284486372E-2
1467	4.47999999999999954E9	7.23546551173716068E-2
1467	4.48299999999999965E9	7.26239133484497046E-2
1467	4.48599999999999977E9	7.28945744178997224E-2
1467	4.48899999999999988E9	7.31666476885972017E-2
1467	4.49199999999999999E9	7.34401425905835037E-2
1467	4.49500000000000011E9	7.37150686215697792E-2
1467	4.49800000000000022E9	7.39914353474472986E-2
1467	4.50100000000000033E9	7.42692524027972922E-2
1467	4.50399999999999956E9	7.45485294914105445E-2
1467	4.50699999999999967E9	7.48292763868040467E-2
1467	4.50999999999999979E9	7.51115029327465500E-2
1467	4.51299999999999990E9	7.53952190437839498E-2
1467	4.51600000000000001E9	7.56804347057681959E-2
1467	4.51900000000000013E9	7.59671599763951200E-2
1467	4.52200000000000024E9	7.62554049857372629E-2
1467	4.52500000000000036E9	7.65451799367888785E-2
1467	4.52800000000000047E9	7.68364951060075629E-2
1467	4.53100000000000058E9	7.71293608438641520E-2
1467	4.53399999999999981E9	7.74237875753929039E-2
1467	4.53699999999999992E9	7.77197858007496301E-2
1467	4.54000000000000004E9	7.80173660957678816E-2
1467	4.54300000000000015E9	7.83165391125207044E-2
1467	4.54600000000000026E9	7.86173155798943313E-2
1467	4.54899999999999949E9	7.89197063041469349E-2
1467	4.55199999999999960E9	7.92237221694904648E-2
1467	4.55499999999999972E9	7.95293741386648279E-2
1467	4.55799999999999983E9	7.98366732535194412E-2
1467	4.56099999999999994E9	8.01456306355969161E-2
1467	4.56400000000000006E9	8.04562574867211566E-2
1467	4.56700000000000017E9	8.07685650895901652E-2
1467	4.57000000000000028E9	8.10825648083710782E-2
1467	4.57300000000000040E9	8.13982680892982735E-2
1467	4.57600000000000051E9	8.17156864612770484E-2
